source,target,amount,timestamp
0,1023,1580.0,2025-12-16T11:33:23.579097
0,1063,297.0,2025-12-16T11:33:23.579097
0,1169,2794.0,2025-12-16T11:33:23.579097
0,1179,909.0,2025-12-16T11:33:23.579097
0,1263,2494.0,2025-12-16T11:33:23.579097
0,1290,3476.0,2025-12-16T11:33:23.579097
0,1293,332.0,2025-12-16T11:33:23.579097
0,1321,3840.0,2025-12-16T11:33:23.579097
0,1424,2176.0,2025-12-16T11:33:23.579097
0,1440,3037.0,2025-12-16T11:33:23.579097
0,1476,2918.0,2025-12-16T11:33:23.579097
0,1622,2986.0,2025-12-16T11:33:23.579097
0,1811,2137.0,2025-12-16T11:33:23.579097
0,1814,2366.0,2025-12-16T11:33:23.579097
0,1877,3753.0,2025-12-16T11:33:23.579097
1,4,491.0,2025-12-16T11:33:23.579097
1,6,2758.0,2025-12-16T11:33:23.579097
1,8,3853.0,2025-12-16T11:33:23.579097
1,15,2255.0,2025-12-16T11:33:23.579097
1,21,1415.0,2025-12-16T11:33:23.579097
1,27,1815.0,2025-12-16T11:33:23.579097
1,28,4675.0,2025-12-16T11:33:23.579097
1,43,4583.0,2025-12-16T11:33:23.579097
1,67,2736.0,2025-12-16T11:33:23.579097
1,75,3387.0,2025-12-16T11:33:23.579097
1,78,2955.0,2025-12-16T11:33:23.579097
1,106,1509.0,2025-12-16T11:33:23.579097
1,112,4194.0,2025-12-16T11:33:23.579097
1,140,828.0,2025-12-16T11:33:23.579097
1,141,2834.0,2025-12-16T11:33:23.579097
1,175,2981.0,2025-12-16T11:33:23.579097
1,189,4509.0,2025-12-16T11:33:23.579097
1,199,1964.0,2025-12-16T11:33:23.579097
1,204,2693.0,2025-12-16T11:33:23.579097
1,232,2605.0,2025-12-16T11:33:23.579097
1,251,929.0,2025-12-16T11:33:23.579097
1,265,840.0,2025-12-16T11:33:23.579097
1,304,3426.0,2025-12-16T11:33:23.579097
1,380,2663.0,2025-12-16T11:33:23.579097
1,425,4173.0,2025-12-16T11:33:23.579097
1,445,1625.0,2025-12-16T11:33:23.579097
1,477,3235.0,2025-12-16T11:33:23.579097
1,510,1756.0,2025-12-16T11:33:23.579097
1,530,2268.0,2025-12-16T11:33:23.579097
1,609,4076.0,2025-12-16T11:33:23.579097
1,664,2972.0,2025-12-16T11:33:23.579097
1,825,2860.0,2025-12-16T11:33:23.579097
1,831,3686.0,2025-12-16T11:33:23.579097
1,895,3061.0,2025-12-16T11:33:23.579097
1,977,1404.0,2025-12-16T11:33:23.579097
1,1304,1480.0,2025-12-16T11:33:23.579097
1,1348,2744.0,2025-12-16T11:33:23.579097
1,1354,230.0,2025-12-16T11:33:23.579097
1,1417,1013.0,2025-12-16T11:33:23.579097
1,1422,1654.0,2025-12-16T11:33:23.579097
1,1450,4866.0,2025-12-16T11:33:23.579097
1,1471,2643.0,2025-12-16T11:33:23.579097
1,1509,4246.0,2025-12-16T11:33:23.579097
1,1759,4691.0,2025-12-16T11:33:23.579097
1,1804,2526.0,2025-12-16T11:33:23.579097
1,1905,4686.0,2025-12-16T11:33:23.579097
1,1917,4509.0,2025-12-16T11:33:23.579097
1,1928,1557.0,2025-12-16T11:33:23.579097
1,1946,3360.0,2025-12-16T11:33:23.579097
1,1954,722.0,2025-12-16T11:33:23.579097
1,1060,1940.0,2025-12-16T11:33:23.579097
2,0,864.0,2025-12-16T11:33:23.579097
2,4,841.0,2025-12-16T11:33:23.579097
2,16,4998.0,2025-12-16T11:33:23.579097
2,41,3414.0,2025-12-16T11:33:23.579097
2,79,2257.0,2025-12-16T11:33:23.579097
2,102,1294.0,2025-12-16T11:33:23.579097
2,166,2886.0,2025-12-16T11:33:23.579097
2,192,4464.0,2025-12-16T11:33:23.579097
2,357,2998.0,2025-12-16T11:33:23.579097
2,540,3350.0,2025-12-16T11:33:23.579097
2,1511,1189.0,2025-12-16T11:33:23.579097
2,1903,3255.0,2025-12-16T11:33:23.579097
2,1820,1784.0,2025-12-16T11:33:23.579097
3,0,2507.0,2025-12-16T11:33:23.579097
3,1,4770.0,2025-12-16T11:33:23.579097
3,8,773.0,2025-12-16T11:33:23.579097
3,314,2752.0,2025-12-16T11:33:23.579097
3,372,1941.0,2025-12-16T11:33:23.579097
3,373,3725.0,2025-12-16T11:33:23.579097
3,467,434.0,2025-12-16T11:33:23.579097
3,698,2114.0,2025-12-16T11:33:23.579097
3,1399,4589.0,2025-12-16T11:33:23.579097
5,0,1369.0,2025-12-16T11:33:23.579097
5,4,2342.0,2025-12-16T11:33:23.579097
5,30,315.0,2025-12-16T11:33:23.579097
5,33,4150.0,2025-12-16T11:33:23.579097
5,39,1938.0,2025-12-16T11:33:23.579097
5,62,1893.0,2025-12-16T11:33:23.579097
5,67,2109.0,2025-12-16T11:33:23.579097
5,135,1950.0,2025-12-16T11:33:23.579097
5,347,3707.0,2025-12-16T11:33:23.579097
5,609,1869.0,2025-12-16T11:33:23.579097
5,1111,1290.0,2025-12-16T11:33:23.579097
5,1378,201.0,2025-12-16T11:33:23.579097
5,1425,2531.0,2025-12-16T11:33:23.579097
5,1524,2096.0,2025-12-16T11:33:23.579097
7,1,270.0,2025-12-16T11:33:23.579097
7,129,4058.0,2025-12-16T11:33:23.579097
7,1000,3695.0,2025-12-16T11:33:23.579097
7,1004,3495.0,2025-12-16T11:33:23.579097
7,1631,4657.0,2025-12-16T11:33:23.579097
7,1724,4615.0,2025-12-16T11:33:23.579097
9,6,4753.0,2025-12-16T11:33:23.579097
9,104,1674.0,2025-12-16T11:33:23.579097
9,124,3477.0,2025-12-16T11:33:23.579097
9,482,1624.0,2025-12-16T11:33:23.579097
9,716,4348.0,2025-12-16T11:33:23.579097
9,783,4858.0,2025-12-16T11:33:23.579097
9,997,3373.0,2025-12-16T11:33:23.579097
9,1514,4814.0,2025-12-16T11:33:23.579097
9,1516,3271.0,2025-12-16T11:33:23.579097
9,1598,2242.0,2025-12-16T11:33:23.579097
9,1813,3081.0,2025-12-16T11:33:23.579097
9,1985,2259.0,2025-12-16T11:33:23.579097
9,754,1320.0,2025-12-16T11:33:23.579097
10,85,3132.0,2025-12-16T11:33:23.579097
10,95,3086.0,2025-12-16T11:33:23.579097
10,105,2022.0,2025-12-16T11:33:23.579097
10,121,2722.0,2025-12-16T11:33:23.579097
10,206,4526.0,2025-12-16T11:33:23.579097
10,233,3025.0,2025-12-16T11:33:23.579097
10,735,731.0,2025-12-16T11:33:23.579097
10,1019,1201.0,2025-12-16T11:33:23.579097
10,1559,2735.0,2025-12-16T11:33:23.579097
10,1739,2122.0,2025-12-16T11:33:23.579097
10,455,1555.0,2025-12-16T11:33:23.579097
11,0,4842.0,2025-12-16T11:33:23.579097
11,5,1154.0,2025-12-16T11:33:23.579097
11,298,891.0,2025-12-16T11:33:23.579097
11,341,4257.0,2025-12-16T11:33:23.579097
11,357,3997.0,2025-12-16T11:33:23.579097
11,597,4485.0,2025-12-16T11:33:23.579097
11,638,2668.0,2025-12-16T11:33:23.579097
11,803,958.0,2025-12-16T11:33:23.579097
11,925,1966.0,2025-12-16T11:33:23.579097
11,1062,2953.0,2025-12-16T11:33:23.579097
11,1485,4638.0,2025-12-16T11:33:23.579097
11,1587,1934.0,2025-12-16T11:33:23.579097
11,1595,47000.0,2025-12-16T11:33:23.579097
13,0,2304.0,2025-12-16T11:33:23.579097
13,26,4804.0,2025-12-16T11:33:23.579097
13,474,535.0,2025-12-16T11:33:23.579097
13,1288,3870.0,2025-12-16T11:33:23.579097
13,1801,3687.0,2025-12-16T11:33:23.579097
14,0,4172.0,2025-12-16T11:33:23.579097
14,134,4941.0,2025-12-16T11:33:23.579097
14,149,3673.0,2025-12-16T11:33:23.579097
14,394,629.0,2025-12-16T11:33:23.579097
14,561,1503.0,2025-12-16T11:33:23.579097
14,790,281.0,2025-12-16T11:33:23.579097
17,0,4687.0,2025-12-16T11:33:23.579097
17,1,3773.0,2025-12-16T11:33:23.579097
17,38,4679.0,2025-12-16T11:33:23.579097
17,482,571.0,2025-12-16T11:33:23.579097
17,612,2947.0,2025-12-16T11:33:23.579097
17,1675,4004.0,2025-12-16T11:33:23.579097
17,1906,50000.0,2025-12-16T11:33:23.579097
18,4,622.0,2025-12-16T11:33:23.579097
18,51,3003.0,2025-12-16T11:33:23.579097
18,111,635.0,2025-12-16T11:33:23.579097
18,167,2361.0,2025-12-16T11:33:23.579097
18,478,4767.0,2025-12-16T11:33:23.579097
18,598,2164.0,2025-12-16T11:33:23.579097
18,994,325.0,2025-12-16T11:33:23.579097
18,1780,4996.0,2025-12-16T11:33:23.579097
19,0,4120.0,2025-12-16T11:33:23.579097
19,24,3629.0,2025-12-16T11:33:23.579097
19,172,1192.0,2025-12-16T11:33:23.579097
19,236,3346.0,2025-12-16T11:33:23.579097
19,264,1862.0,2025-12-16T11:33:23.579097
19,583,3803.0,2025-12-16T11:33:23.579097
19,20,61758.0,2025-12-16T11:33:23.579097
20,0,4510.0,2025-12-16T11:33:23.579097
20,165,2595.0,2025-12-16T11:33:23.579097
20,1114,2807.0,2025-12-16T11:33:23.579097
20,1418,2005.0,2025-12-16T11:33:23.579097
20,1682,4768.0,2025-12-16T11:33:23.579097
22,5,4261.0,2025-12-16T11:33:23.579097
22,42,3435.0,2025-12-16T11:33:23.579097
22,76,1281.0,2025-12-16T11:33:23.579097
22,151,4520.0,2025-12-16T11:33:23.579097
22,174,4907.0,2025-12-16T11:33:23.579097
22,345,2676.0,2025-12-16T11:33:23.579097
22,1121,155.0,2025-12-16T11:33:23.579097
22,1240,533.0,2025-12-16T11:33:23.579097
22,1409,3035.0,2025-12-16T11:33:23.579097
22,1841,4912.0,2025-12-16T11:33:23.579097
22,1193,1683.0,2025-12-16T11:33:23.579097
25,0,681.0,2025-12-16T11:33:23.579097
25,35,621.0,2025-12-16T11:33:23.580079
25,135,4439.0,2025-12-16T11:33:23.580079
25,221,3489.0,2025-12-16T11:33:23.580079
25,280,1420.0,2025-12-16T11:33:23.580079
25,335,1694.0,2025-12-16T11:33:23.580079
25,448,2138.0,2025-12-16T11:33:23.580079
25,678,1569.0,2025-12-16T11:33:23.580079
25,1743,1584.0,2025-12-16T11:33:23.580079
25,1757,341.0,2025-12-16T11:33:23.580079
28,558,4154.0,2025-12-16T11:33:23.580079
28,747,1078.0,2025-12-16T11:33:23.580079
28,1909,2818.0,2025-12-16T11:33:23.580079
32,10,829.0,2025-12-16T11:33:23.580079
32,82,871.0,2025-12-16T11:33:23.580079
32,155,3405.0,2025-12-16T11:33:23.580079
32,466,4802.0,2025-12-16T11:33:23.580079
32,474,3273.0,2025-12-16T11:33:23.580079
32,907,3438.0,2025-12-16T11:33:23.580079
32,945,3223.0,2025-12-16T11:33:23.580079
32,1117,3986.0,2025-12-16T11:33:23.580079
32,1323,1234.0,2025-12-16T11:33:23.580079
36,0,2912.0,2025-12-16T11:33:23.580079
36,4,1599.0,2025-12-16T11:33:23.580079
38,494,885.0,2025-12-16T11:33:23.580079
38,512,2649.0,2025-12-16T11:33:23.580079
38,533,3009.0,2025-12-16T11:33:23.580079
38,543,1553.0,2025-12-16T11:33:23.580079
38,578,3625.0,2025-12-16T11:33:23.580079
38,1469,2164.0,2025-12-16T11:33:23.580079
38,1488,50555.0,2025-12-16T11:33:23.580079
44,332,843.0,2025-12-16T11:33:23.580079
45,0,1611.0,2025-12-16T11:33:23.580079
45,1,2234.0,2025-12-16T11:33:23.580079
45,63,3388.0,2025-12-16T11:33:23.580079
45,455,1743.0,2025-12-16T11:33:23.580079
45,703,1956.0,2025-12-16T11:33:23.580079
45,728,2977.0,2025-12-16T11:33:23.580079
45,1395,768.0,2025-12-16T11:33:23.580079
47,0,2882.0,2025-12-16T11:33:23.580079
47,217,3800.0,2025-12-16T11:33:23.580079
47,266,870.0,2025-12-16T11:33:23.580079
47,962,4391.0,2025-12-16T11:33:23.580079
47,1099,2211.0,2025-12-16T11:33:23.580079
47,38,1342.0,2025-12-16T11:33:23.580079
50,88,598.0,2025-12-16T11:33:23.580079
50,145,4663.0,2025-12-16T11:33:23.580079
50,395,584.0,2025-12-16T11:33:23.580079
50,401,3156.0,2025-12-16T11:33:23.580079
50,646,882.0,2025-12-16T11:33:23.580079
50,712,1480.0,2025-12-16T11:33:23.580079
50,748,114.0,2025-12-16T11:33:23.580079
50,863,4434.0,2025-12-16T11:33:23.580079
50,987,203.0,2025-12-16T11:33:23.580079
50,1435,138.0,2025-12-16T11:33:23.580079
57,0,2777.0,2025-12-16T11:33:23.580079
57,2,3251.0,2025-12-16T11:33:23.580079
57,94,2608.0,2025-12-16T11:33:23.580079
57,146,326.0,2025-12-16T11:33:23.580079
57,1141,780.0,2025-12-16T11:33:23.580079
60,0,4715.0,2025-12-16T11:33:23.580079
60,423,3170.0,2025-12-16T11:33:23.580079
60,489,668.0,2025-12-16T11:33:23.580079
60,557,1512.0,2025-12-16T11:33:23.580079
60,1638,1644.0,2025-12-16T11:33:23.580079
61,0,4181.0,2025-12-16T11:33:23.580079
61,11,1589.0,2025-12-16T11:33:23.580079
61,66,4484.0,2025-12-16T11:33:23.580079
61,132,1888.0,2025-12-16T11:33:23.580079
61,333,2928.0,2025-12-16T11:33:23.580079
61,1496,894.0,2025-12-16T11:33:23.580079
61,1710,1367.0,2025-12-16T11:33:23.580079
61,581,1971.0,2025-12-16T11:33:23.580079
68,243,4802.0,2025-12-16T11:33:23.580079
68,262,1549.0,2025-12-16T11:33:23.580079
68,737,3710.0,2025-12-16T11:33:23.580079
68,852,1554.0,2025-12-16T11:33:23.580079
68,1072,4256.0,2025-12-16T11:33:23.580079
68,1135,1319.0,2025-12-16T11:33:23.580079
68,1157,3746.0,2025-12-16T11:33:23.580079
68,1287,348.0,2025-12-16T11:33:23.580079
71,1311,417.0,2025-12-16T11:33:23.580079
77,69,4503.0,2025-12-16T11:33:23.580079
77,286,1085.0,2025-12-16T11:33:23.580079
77,951,2653.0,2025-12-16T11:33:23.580079
77,1086,2487.0,2025-12-16T11:33:23.580079
77,1427,982.0,2025-12-16T11:33:23.580079
77,1428,2959.0,2025-12-16T11:33:23.580079
77,1527,1577.0,2025-12-16T11:33:23.580079
77,1429,1775.0,2025-12-16T11:33:23.580079
78,187,4347.0,2025-12-16T11:33:23.580079
78,190,1471.0,2025-12-16T11:33:23.580079
78,294,916.0,2025-12-16T11:33:23.580079
78,1058,4176.0,2025-12-16T11:33:23.580079
78,377,1497.0,2025-12-16T11:33:23.580079
86,4,1371.0,2025-12-16T11:33:23.580079
86,375,2863.0,2025-12-16T11:33:23.580079
86,495,3824.0,2025-12-16T11:33:23.580079
86,639,4589.0,2025-12-16T11:33:23.580079
86,924,3285.0,2025-12-16T11:33:23.580079
86,532,50000.0,2025-12-16T11:33:23.580079
88,274,1053.0,2025-12-16T11:33:23.580079
88,765,4642.0,2025-12-16T11:33:23.580079
88,1298,636.0,2025-12-16T11:33:23.580079
88,1542,2871.0,2025-12-16T11:33:23.580079
91,0,2117.0,2025-12-16T11:33:23.580079
91,956,3095.0,2025-12-16T11:33:23.580079
91,1030,1258.0,2025-12-16T11:33:23.580079
91,1923,2061.0,2025-12-16T11:33:23.580079
91,1990,4120.0,2025-12-16T11:33:23.580079
98,1131,564.0,2025-12-16T11:33:23.580079
103,361,3411.0,2025-12-16T11:33:23.580079
103,752,440.0,2025-12-16T11:33:23.580079
103,1312,3035.0,2025-12-16T11:33:23.580079
103,1949,580.0,2025-12-16T11:33:23.580079
107,67,4035.0,2025-12-16T11:33:23.580079
107,861,4942.0,2025-12-16T11:33:23.580079
107,1371,909.0,2025-12-16T11:33:23.580079
107,1592,4358.0,2025-12-16T11:33:23.580079
107,1001,1491.0,2025-12-16T11:33:23.580079
110,393,2725.0,2025-12-16T11:33:23.580079
110,667,4419.0,2025-12-16T11:33:23.580079
116,13,4712.0,2025-12-16T11:33:23.580079
116,815,4811.0,2025-12-16T11:33:23.580079
116,1240,4457.0,2025-12-16T11:33:23.580079
116,1449,4373.0,2025-12-16T11:33:23.580079
118,15,3329.0,2025-12-16T11:33:23.580079
118,1561,4575.0,2025-12-16T11:33:23.580079
118,1722,1746.0,2025-12-16T11:33:23.580079
122,0,2414.0,2025-12-16T11:33:23.580079
122,85,2724.0,2025-12-16T11:33:23.580079
122,1687,48000.0,2025-12-16T11:33:23.580079
130,0,3769.0,2025-12-16T11:33:23.580079
130,150,1722.0,2025-12-16T11:33:23.580079
130,1857,2499.0,2025-12-16T11:33:23.580079
130,1981,3592.0,2025-12-16T11:33:23.580079
139,0,3411.0,2025-12-16T11:33:23.580079
139,104,3664.0,2025-12-16T11:33:23.580079
139,1060,3188.0,2025-12-16T11:33:23.580079
139,1211,774.0,2025-12-16T11:33:23.580079
139,1570,4117.0,2025-12-16T11:33:23.580079
140,0,295.0,2025-12-16T11:33:23.580079
140,147,4124.0,2025-12-16T11:33:23.580079
140,275,954.0,2025-12-16T11:33:23.580079
140,435,2733.0,2025-12-16T11:33:23.580079
140,453,4697.0,2025-12-16T11:33:23.580079
140,535,4065.0,2025-12-16T11:33:23.580079
140,650,3285.0,2025-12-16T11:33:23.580079
140,756,2605.0,2025-12-16T11:33:23.580079
140,757,4176.0,2025-12-16T11:33:23.580079
140,817,2452.0,2025-12-16T11:33:23.580079
140,965,551.0,2025-12-16T11:33:23.580079
140,983,4421.0,2025-12-16T11:33:23.580079
140,1067,441.0,2025-12-16T11:33:23.580079
140,1219,1640.0,2025-12-16T11:33:23.580079
140,1538,830.0,2025-12-16T11:33:23.580079
140,1715,2615.0,2025-12-16T11:33:23.580079
140,1832,4912.0,2025-12-16T11:33:23.580079
140,1846,4779.0,2025-12-16T11:33:23.580079
140,1879,4546.0,2025-12-16T11:33:23.580079
140,1943,1520.0,2025-12-16T11:33:23.580079
140,1970,2669.0,2025-12-16T11:33:23.580079
140,165,975.0,2025-12-16T11:33:23.580079
201,0,4476.0,2025-12-16T11:33:23.580079
201,211,329.0,2025-12-16T11:33:23.580079
201,228,486.0,2025-12-16T11:33:23.580079
201,475,2581.0,2025-12-16T11:33:23.580079
201,597,3253.0,2025-12-16T11:33:23.580079
201,891,1642.0,2025-12-16T11:33:23.580079
201,1600,2981.0,2025-12-16T11:33:23.580079
201,324,671.0,2025-12-16T11:33:23.580079
234,0,529.0,2025-12-16T11:33:23.580079
234,9,3653.0,2025-12-16T11:33:23.580079
234,834,4264.0,2025-12-16T11:33:23.580079
234,1930,4392.0,2025-12-16T11:33:23.580079
240,0,1560.0,2025-12-16T11:33:23.580079
240,217,4267.0,2025-12-16T11:33:23.580079
240,312,3137.0,2025-12-16T11:33:23.580079
240,841,466.0,2025-12-16T11:33:23.580079
240,1802,1857.0,2025-12-16T11:33:23.580079
241,86,908.0,2025-12-16T11:33:23.580079
241,500,3845.0,2025-12-16T11:33:23.580079
241,929,1621.0,2025-12-16T11:33:23.580079
241,1645,1915.0,2025-12-16T11:33:23.580079
255,0,2723.0,2025-12-16T11:33:23.580079
255,25,697.0,2025-12-16T11:33:23.580079
267,0,1767.0,2025-12-16T11:33:23.580079
267,1,4157.0,2025-12-16T11:33:23.580079
267,1089,1793.0,2025-12-16T11:33:23.580079
268,0,4778.0,2025-12-16T11:33:23.580079
268,300,227.0,2025-12-16T11:33:23.580079
271,0,470.0,2025-12-16T11:33:23.580079
271,166,3225.0,2025-12-16T11:33:23.580079
271,1150,47000.0,2025-12-16T11:33:23.580079
284,1091,1052.0,2025-12-16T11:33:23.580079
284,1338,50160.0,2025-12-16T11:33:23.580079
289,239,138.0,2025-12-16T11:33:23.580079
304,907,2069.0,2025-12-16T11:33:23.580079
318,0,2809.0,2025-12-16T11:33:23.581086
318,1925,1550.0,2025-12-16T11:33:23.581086
325,16,3294.0,2025-12-16T11:33:23.581086
352,0,1970.0,2025-12-16T11:33:23.581086
352,1112,3145.0,2025-12-16T11:33:23.581086
352,1429,1464.0,2025-12-16T11:33:23.581086
352,688,48000.0,2025-12-16T11:33:23.581086
367,0,1377.0,2025-12-16T11:33:23.581086
367,291,1260.0,2025-12-16T11:33:23.581086
367,1015,2116.0,2025-12-16T11:33:23.581086
367,1318,2215.0,2025-12-16T11:33:23.581086
382,11,3563.0,2025-12-16T11:33:23.581086
384,962,4773.0,2025-12-16T11:33:23.581086
384,1041,2637.0,2025-12-16T11:33:23.581086
384,1627,1778.0,2025-12-16T11:33:23.581086
391,16,2333.0,2025-12-16T11:33:23.581086
398,871,3452.0,2025-12-16T11:33:23.581086
434,364,183.0,2025-12-16T11:33:23.581086
434,1456,3506.0,2025-12-16T11:33:23.581086
434,1190,1917.0,2025-12-16T11:33:23.581086
470,1786,3189.0,2025-12-16T11:33:23.581086
510,0,2378.0,2025-12-16T11:33:23.581086
510,612,1652.0,2025-12-16T11:33:23.581086
510,1001,1851.0,2025-12-16T11:33:23.581086
510,1131,862.0,2025-12-16T11:33:23.581086
514,0,185.0,2025-12-16T11:33:23.581086
514,1765,3339.0,2025-12-16T11:33:23.581086
530,0,442.0,2025-12-16T11:33:23.581086
541,0,3779.0,2025-12-16T11:33:23.581086
541,33,1155.0,2025-12-16T11:33:23.581086
541,779,1926.0,2025-12-16T11:33:23.581086
541,827,677.0,2025-12-16T11:33:23.581086
561,0,1037.0,2025-12-16T11:33:23.581086
561,1481,1044.0,2025-12-16T11:33:23.581086
618,140,1401.0,2025-12-16T11:33:23.581086
618,826,4102.0,2025-12-16T11:33:23.581086
618,1517,644.0,2025-12-16T11:33:23.581086
621,710,1602.0,2025-12-16T11:33:23.581086
621,610,895.0,2025-12-16T11:33:23.581086
628,0,2781.0,2025-12-16T11:33:23.581086
684,0,1471.0,2025-12-16T11:33:23.581086
791,920,2201.0,2025-12-16T11:33:23.581086
854,0,3362.0,2025-12-16T11:33:23.581086
854,1355,2433.0,2025-12-16T11:33:23.581086
897,0,4493.0,2025-12-16T11:33:23.581086
912,0,2446.0,2025-12-16T11:33:23.581086
912,906,2432.0,2025-12-16T11:33:23.581086
912,1498,4770.0,2025-12-16T11:33:23.581086
946,0,2242.0,2025-12-16T11:33:23.581086
946,409,50000.0,2025-12-16T11:33:23.581086
947,33,1078.0,2025-12-16T11:33:23.581086
947,1702,50000.0,2025-12-16T11:33:23.581086
990,61,1755.0,2025-12-16T11:33:23.581086
990,1592,808.0,2025-12-16T11:33:23.581086
990,776,1148.0,2025-12-16T11:33:23.581086
1012,0,4179.0,2025-12-16T11:33:23.581086
1016,0,1744.0,2025-12-16T11:33:23.581086
1016,312,1141.0,2025-12-16T11:33:23.581086
1016,1241,4345.0,2025-12-16T11:33:23.581086
1023,362,392.0,2025-12-16T11:33:23.581086
1023,1001,902.0,2025-12-16T11:33:23.581086
1063,296,4022.0,2025-12-16T11:33:23.581086
1063,79,98523.0,2025-12-16T11:33:23.581086
1101,0,1012.0,2025-12-16T11:33:23.581086
1101,55,1973.0,2025-12-16T11:33:23.581086
1101,1473,47000.0,2025-12-16T11:33:23.581086
1113,0,3279.0,2025-12-16T11:33:23.581086
1113,1768,582.0,2025-12-16T11:33:23.581086
1113,1181,761.0,2025-12-16T11:33:23.581086
1149,0,652.0,2025-12-16T11:33:23.581086
1169,282,2080.0,2025-12-16T11:33:23.581086
1169,409,49000.0,2025-12-16T11:33:23.581086
1179,974,3138.0,2025-12-16T11:33:23.581086
1184,0,3688.0,2025-12-16T11:33:23.581086
1216,0,1269.0,2025-12-16T11:33:23.581086
1231,0,3721.0,2025-12-16T11:33:23.581086
1231,1056,4990.0,2025-12-16T11:33:23.581086
1263,1702,436.0,2025-12-16T11:33:23.581086
1263,670,48000.0,2025-12-16T11:33:23.581086
1290,1174,1648.0,2025-12-16T11:33:23.581086
1293,1141,1093.0,2025-12-16T11:33:23.581086
1352,0,2704.0,2025-12-16T11:33:23.581086
1352,334,458.0,2025-12-16T11:33:23.581086
1424,1733,4759.0,2025-12-16T11:33:23.581086
1424,377,1129.0,2025-12-16T11:33:23.581086
1440,833,1351.0,2025-12-16T11:33:23.581086
1440,1429,716.0,2025-12-16T11:33:23.581086
1551,0,2154.0,2025-12-16T11:33:23.581086
1551,550,1537.0,2025-12-16T11:33:23.581086
1551,1793,1844.0,2025-12-16T11:33:23.581086
1626,0,3884.0,2025-12-16T11:33:23.581086
1650,0,1743.0,2025-12-16T11:33:23.581086
1650,1942,896.0,2025-12-16T11:33:23.581086
1650,1141,1058.0,2025-12-16T11:33:23.581086
1736,0,3213.0,2025-12-16T11:33:23.581086
1736,1820,1354.0,2025-12-16T11:33:23.581086
1811,50,2490.0,2025-12-16T11:33:23.581086
1811,1429,676.0,2025-12-16T11:33:23.581086
1814,1333,1815.0,2025-12-16T11:33:23.581086
1814,1190,1392.0,2025-12-16T11:33:23.581086
1842,0,1607.0,2025-12-16T11:33:23.581086
1842,1204,1692.0,2025-12-16T11:33:23.581086
1842,1797,1745.0,2025-12-16T11:33:23.581086
1877,610,1794.0,2025-12-16T11:33:23.581086
1877,1483,50000.0,2025-12-16T11:33:23.581086
4,12,3708.0,2025-12-16T11:33:23.581086
4,13,668.0,2025-12-16T11:33:23.581086
4,19,2113.0,2025-12-16T11:33:23.581086
4,23,4429.0,2025-12-16T11:33:23.581086
4,30,2457.0,2025-12-16T11:33:23.581086
4,53,4661.0,2025-12-16T11:33:23.581086
4,62,1419.0,2025-12-16T11:33:23.581086
4,64,1274.0,2025-12-16T11:33:23.581086
4,69,4582.0,2025-12-16T11:33:23.581086
4,74,2701.0,2025-12-16T11:33:23.581086
4,83,564.0,2025-12-16T11:33:23.581086
4,87,1012.0,2025-12-16T11:33:23.581086
4,93,633.0,2025-12-16T11:33:23.581086
4,117,3458.0,2025-12-16T11:33:23.581086
4,157,4343.0,2025-12-16T11:33:23.581086
