node_id,account_age_days,balance,in_out_ratio,pagerank,tx_velocity,is_fraud,in_degree,out_degree,total_incoming,total_outgoing,risk_ratio,anomaly_score,is_anomalous
38,2168,43003.84,1.21,0.0020251358356748,25,1,13,7,20933.0,64440.0,0.3248448168335126,-0.0179919084266717,0
44,1753,14812.09,1.68,0.0004673944416524,50,0,7,1,18631.0,843.0,22.10083010556548,-0.1351341572801041,0
45,1547,2641.02,0.11,0.000444610122761,80,0,4,7,10721.0,14677.0,0.7304626281048834,-0.1502485911595658,0
47,3613,42396.71,0.92,0.0005839002949423,53,0,3,6,10442.0,15496.0,0.6738513160339111,-0.172872691989765,0
50,207,42445.95,1.5,0.0012945050877635,76,0,13,10,24055.0,16252.0,1.480125522101818,-0.0053230188589606,0
57,2887,36580.82,2.0,0.0008706192774531,4,0,3,5,9821.0,9742.0,1.0081092167849424,-0.2054333952930425,0
60,2200,24426.08,1.02,0.0008147801783135,75,0,6,5,16038.0,11709.0,1.3697156022122166,-0.159249984929676,0
61,1787,36258.25,1.88,0.0010303220713366,62,0,9,8,24491.0,19302.0,1.268832244705817,-0.0712298700639585,0
68,969,11672.1,0.22,0.0018819461058003,2,1,9,8,83962.0,21284.0,3.944841193410618,0.002335821000557,1
71,3316,21158.03,0.7,0.0012310117241813,8,0,6,1,18399.0,417.0,44.12230110018463,-0.1439130283676514,0
77,2004,13465.66,1.33,0.0013560135123306,60,0,11,8,30721.0,18021.0,1.7047333656818526,-0.0357480413419584,0
78,3264,5935.34,1.28,0.0011181337482828,82,0,9,5,21451.0,12407.0,1.728943337044456,-0.1107029948584563,0
86,3178,17403.53,1.43,0.0012904925521047,2,1,5,6,10722.0,65932.0,0.1626220954676603,-0.0812415141879505,0
88,1591,8150.54,1.48,0.0004046701942466,60,0,4,4,8021.0,9202.0,0.871658334197285,-0.2202297073220957,0
91,1465,17257.98,0.54,0.0007618088522471,28,0,5,5,8968.0,12651.0,0.7088767680745579,-0.1754261939291946,0
98,2442,29424.17,1.4,0.000363570439613,77,0,4,1,6173.0,564.0,10.945035266932,-0.2202321761562264,0
103,3325,42687.34,1.46,0.0013493043065456,59,0,9,4,15960.0,7466.0,2.137690862392592,-0.1358040061984291,0
107,3066,6644.81,0.66,0.0004888737866345,91,0,4,5,16157.0,15735.0,1.0268191922295398,-0.1758837971351727,0
110,3149,19579.52,0.89,0.0020739871077237,86,0,6,2,9779.0,7144.0,1.3688409835262585,-0.192550141537741,0
116,3459,32659.76,0.78,0.0003978865839165,60,0,2,4,7331.0,18353.0,0.3994442323328915,-0.2065700914480639,0
118,2883,40007.78,1.7,0.0007010356586057,79,0,3,3,2003.0,9650.0,0.2075647666242852,-0.2305593385519255,0
122,2389,10439.71,1.41,0.0001764390148846,11,1,1,3,49000.0,53138.0,0.9221272910305004,-0.1442592366779638,0
130,430,33386.12,0.35,0.000554391107509,25,0,4,4,9585.0,11582.0,0.8275772743674864,-0.2128682919047279,0
139,1772,7900.07,1.04,0.0011990588095352,53,0,7,5,20098.0,15154.0,1.3262504940436517,-0.1308601509515004,0
140,578,47158.43,1.04,0.0010005600997678,30,0,8,22,18275.0,59285.0,0.3082567259326547,0.0479830668445412,1
201,1072,10550.7,0.19,0.0015449203564594,2,0,6,8,20996.0,16419.0,1.2787624086249088,-0.1050882186805058,0
234,1984,18003.46,0.6,0.0005764258023043,86,0,3,4,10262.0,12838.0,0.7993456918528231,-0.2157328957124243,0
240,3166,8014.41,1.67,0.0013788025536324,64,0,3,5,13426.0,11287.0,1.18951005476255,-0.1972378054854431,0
241,982,1695.3,0.22,0.0004180361600927,55,0,5,4,11552.0,8289.0,1.3936542388784483,-0.1952156604962738,0
255,3548,5787.07,0.53,0.0002400149799985,71,0,1,2,2050.0,3420.0,0.5994152029256865,-0.2649015071611155,0
267,373,11282.37,0.59,0.0001134109257384,43,0,0,3,0.0,7717.0,0.0,-0.2286391819405206,0
268,1190,39265.8,1.56,0.0003224624396535,98,0,1,2,1707.0,5005.0,0.3410589403775046,-0.2663816270325184,0
271,2480,43897.91,0.61,0.000222138181599,19,1,1,3,48000.0,50695.0,0.9468389385645845,-0.1401516338153954,0
284,3621,42685.07,1.76,0.0038159944609743,77,1,20,2,36340.0,51212.0,0.7095993125225338,-0.0020504764063964,0
289,2257,33507.35,1.44,0.0002624333217994,56,0,2,1,4013.0,138.0,29.079708037702314,-0.2501692004922336,0
304,1703,39969.45,1.93,0.0005409008053975,96,0,4,1,10766.0,2069.0,5.203479916851232,-0.2138572477643248,0
318,1085,5635.45,0.3,0.0003566616271611,78,0,3,2,5943.0,4359.0,1.3633860946010872,-0.2559470625266982,0
325,804,30521.83,1.73,0.0006108755291049,13,0,4,1,15660.0,3294.0,4.754098346223138,-0.2042069588866675,0
352,52,41198.15,0.18,0.0009101543416271,13,1,4,4,59467.0,54579.0,1.0895582548068747,-0.131919105376021,0
367,2934,8435.61,0.32,0.0001134109257384,26,0,0,4,0.0,6968.0,0.0,-0.1997819170006521,0
382,3075,45558.19,0.4,0.0002303095376833,37,0,1,1,3325.0,3563.0,0.9332023549447028,-0.2645137669616008,0
384,3263,35437.35,1.55,0.0003902665416448,63,0,2,3,3012.0,9188.0,0.3278188938530487,-0.2548920881027463,0
391,59,36654.34,0.29,0.0002303095376833,82,0,1,1,2945.0,2333.0,1.2623231836162745,-0.2635175636076402,0
398,2397,18250.47,1.66,0.0009769253209622,15,0,3,1,8650.0,3452.0,2.5057937354988598,-0.2472531213494083,0
434,2170,42444.9,0.93,0.0006349174810813,53,0,2,3,8402.0,5606.0,1.498751335178824,-0.2531440845966646,0
470,512,38484.04,0.11,0.0004439776966844,60,0,2,1,5058.0,3189.0,1.586077135195744,-0.2658194482149386,0
510,2158,17131.87,1.06,0.0003146837687827,10,0,2,4,1916.0,6743.0,0.2841465218980475,-0.2377742674417292,0
514,59,13374.18,1.46,0.0002345338496283,53,0,1,2,2264.0,3524.0,0.6424517575412833,-0.2678132640263596,0
530,1566,18096.11,1.36,0.0002560645091903,19,0,1,1,2268.0,442.0,5.131221603366027,-0.2511217220290999,0
541,2711,37684.99,1.11,0.00020378884948,100,0,1,4,1221.0,7537.0,0.1620007958577673,-0.2295399585852129,0
561,871,11486.28,1.62,0.0006284956670814,52,0,4,2,10414.0,2081.0,5.004324819777391,-0.2225507776751576,0
618,2847,45909.2,1.81,0.0002303095376833,66,0,1,3,4382.0,6147.0,0.7128680645634162,-0.2541987324419416,0
621,3324,39750.91,0.79,0.001109786487235,3,0,4,2,7685.0,2497.0,3.0776932195526903,-0.231378123677848,0
628,1323,22184.68,1.56,0.0002452050388241,91,0,1,1,782.0,2781.0,0.2811938141632728,-0.2538319705690514,0
682,1704,40331.72,1.89,0.0004050545550974,10,0,2,0,4221.0,0.0,422100000.0,-0.1936355203229373,0
684,1513,16981.35,0.86,0.0002102659022326,98,0,1,1,4448.0,1471.0,3.0237933173093587,-0.2612278139745723,0
791,466,8299.8,0.22,0.0003955758709518,97,0,2,1,3772.0,2201.0,1.7137664620001525,-0.2675163159017376,0
854,663,1950.98,1.85,0.0001936914178175,19,0,1,2,2620.0,5795.0,0.4521138905054118,-0.26712128939416,0
897,1775,45135.31,0.21,0.0003499113543114,80,0,2,1,4451.0,4493.0,0.9906521233237212,-0.2644456522616256,0
912,2698,49004.35,1.62,0.0001134109257384,66,0,0,3,0.0,9648.0,0.0,-0.2195769324012378,0
942,2427,48635.79,0.9,0.0003397801209546,87,0,2,0,5034.0,0.0,503400000.0,-0.1890387462287541,0
946,1068,35069.44,1.76,0.0003581854240333,92,1,1,2,633.0,52242.0,0.0121166877202027,-0.1481600458978543,0
947,1100,37160.61,1.83,0.0002303095376833,1,1,1,2,1869.0,51078.0,0.0365910959637043,-0.1541284670043727,0
990,3531,41367.48,1.81,0.0002303095376833,78,0,1,3,4744.0,3711.0,1.2783616241488502,-0.2537975127100575,0
1012,2225,46030.48,1.43,0.0001595458123775,57,0,1,1,2728.0,4179.0,0.6527877467030684,-0.26270957834259,0
1016,1764,32229.58,1.79,0.0001134109257384,79,0,0,3,0.0,7230.0,0.0,-0.2294757380580142,0
1023,2342,39438.24,1.34,0.0002303095376833,89,0,1,2,1580.0,1294.0,1.2210200832996905,-0.2577491252520058,0
1063,1527,17328.01,1.64,0.0011121571714736,83,1,11,2,10704.0,102545.0,0.1043834414057844,-0.0048284949135396,0
1101,2536,20284.83,0.47,0.0005841526786629,38,1,3,3,56131.0,49985.0,1.122956886841461,-0.1548335654221316,0
1113,1158,4305.62,1.12,0.0002067565016417,49,0,1,3,4569.0,4622.0,0.9885331004142512,-0.2557524503292137,0
1149,2817,36282.42,1.51,0.0003465552777406,16,0,2,1,2184.0,652.0,3.34969320015808,-0.2599129699465268,0
1169,1657,26071.44,1.13,0.0006021081057604,27,1,3,2,56383.0,51080.0,1.1038175408958852,-0.1542111982655204,0
1179,3122,4731.7,1.15,0.0002303095376833,66,0,1,1,909.0,3138.0,0.289674951275733,-0.2552664048496443,0
1184,864,17101.37,1.31,0.0005737910659338,2,0,3,1,5813.0,3688.0,1.5761930542944873,-0.2513335548948799,0
1216,1722,1491.77,1.61,0.0001966663759946,75,0,1,1,4299.0,1269.0,3.387706829096085,-0.2615140755971922,0
1231,2291,13008.64,1.68,0.0001134109257384,38,0,0,2,0.0,8711.0,0.0,-0.2229852236707067,0
1263,3240,36352.81,1.98,0.0009284479267818,14,1,5,2,57644.0,48436.0,1.1901065320856168,-0.1232417292856135,0
1290,2313,36626.11,1.7,0.0002303095376833,33,0,1,1,3476.0,1648.0,2.109223288172189,-0.262024473470046,0
1293,2006,31386.78,0.77,0.0009155936737455,6,1,4,1,49868.0,1093.0,45.62488521843655,-0.1427664322250201,0
1321,762,37852.34,1.89,0.0004030992273189,57,0,2,0,5284.0,0.0,528400000.0,-0.1853871298292305,0
1352,1546,14968.26,1.5,0.0001134109257384,58,0,0,2,0.0,3162.0,0.0,-0.2348896539725984,0
1424,2320,17015.12,0.55,0.0002612287550369,95,0,2,2,6511.0,5888.0,1.1058084220349722,-0.2657149030341239,0
1440,2302,49451.1,1.17,0.0002303095376833,80,0,1,2,3037.0,2067.0,1.4692791414161628,-0.2656284641301889,0
1476,2011,33309.48,1.7,0.0003079305056562,29,0,2,0,5792.0,0.0,579200000.0,-0.1771539030154902,0
1551,1069,17581.82,0.64,0.0002892687045156,100,0,1,3,974.0,5535.0,0.1759710927263394,-0.2505016223249101,0
1622,1286,40772.45,1.19,0.0003552451997588,17,0,2,0,5564.0,0.0,556400000.0,-0.1809252522783808,0
1626,2396,35746.11,1.09,0.0003091244120258,31,0,1,1,2550.0,3884.0,0.6565396481551502,-0.2627695732991847,0
1650,1440,5350.82,1.08,0.000551154447469,24,0,1,3,3264.0,3697.0,0.8828780068085528,-0.2577927029355036,0
1736,3201,41159.85,0.79,0.0002934290622697,12,0,2,2,5744.0,4567.0,1.2577184119603275,-0.267098634717321,0
1811,2919,7413.01,0.91,0.0002303095376833,52,0,1,2,2137.0,3166.0,0.6749842050695382,-0.2645674140974122,0
1814,1660,4189.16,0.22,0.0006186590994893,16,0,2,2,3546.0,3207.0,1.1057062640919666,-0.2677869862714844,0
1842,3043,23865.03,0.95,0.0001134109257384,47,0,0,3,0.0,5044.0,0.0,-0.2283308406239138,0
1877,595,33873.44,0.87,0.0004141728686465,71,1,3,2,6176.0,51794.0,0.1192416109743905,-0.1625184231543047,0
4,3532,25995.36,0.85,0.0057128326711915,33,0,41,52,94755.0,128622.0,0.7366935671396266,0.1973645467965876,1
6,3568,29256.76,1.31,0.0055290071035422,56,0,40,32,112305.0,88245.0,1.272650008354847,0.1848797699223465,1
8,2730,34481.99,1.9,0.000642221680808,93,0,5,11,9580.0,28527.0,0.3358222034087628,-0.0600976604027309,0
15,517,48666.3,1.67,0.0029178938046999,18,0,21,24,61437.0,70763.0,0.8682079616652476,0.1246652039264326,1
21,3093,25338.72,1.02,0.0002881882933064,58,0,2,8,4761.0,19250.0,0.2473246751961949,-0.1188032558609344,0
27,971,6556.32,1.44,0.0012944379753053,67,0,12,21,27435.0,45648.0,0.6010120924025122,0.0465401324431752,1
43,1859,5991.1,0.5,0.0013475659247726,60,0,10,14,18316.0,35923.0,0.5098683293405706,-0.0024988024020283,0
49,3237,1727.11,0.4,0.0053297614374297,71,0,26,20,57716.0,52017.0,1.1095603358306785,0.1105640948658496,1
65,2894,18529.67,1.91,0.0008359822442475,77,0,7,11,17747.0,24548.0,0.7229509529399744,-0.0487310587687201,0
67,692,42630.66,0.31,0.0011226557915044,47,0,6,4,18409.0,16572.0,1.1108496252046527,-0.1625296333692941,0
75,440,28631.06,0.18,0.0020130010559016,19,0,6,8,15999.0,25070.0,0.6381731150226673,-0.1045254487824763,0
97,908,5975.34,0.68,0.0001134109257384,47,0,0,4,0.0,6378.0,0.0,-0.1979489164004321,0
99,2112,15232.68,1.02,0.0002759394202741,18,0,2,4,2839.0,8411.0,0.3375341810277801,-0.2423428874234823,0
106,1670,7192.78,1.22,0.0003083576788225,6,0,2,2,6319.0,2723.0,2.320602268378251,-0.2651157048693564,0
112,3249,46847.35,0.68,0.0008596102292282,36,0,5,10,13402.0,26420.0,0.5072672216096642,-0.0736523882574815,0
125,1416,10857.51,1.66,0.0003401976996154,62,0,1,5,2473.0,11290.0,0.21904340104602,-0.1989876586996637,0
133,3310,204.08,1.14,0.0001134109257384,8,0,0,2,0.0,4402.0,0.0,-0.241057024210409,0
137,2285,43534.28,0.89,0.0010552383634437,73,0,4,6,8788.0,11624.0,0.756022022749465,-0.1733925767445686,0
141,2545,15554.12,0.96,0.0011277222885476,43,0,7,4,26906.0,11531.0,2.3333622388922364,-0.1322377585751657,0
143,2885,39089.33,1.0,0.0013654905065284,92,0,8,4,19107.0,9771.0,1.9554805015295464,-0.1424192454744278,0
156,2833,41700.8,0.35,0.0001615966019125,17,0,1,8,2843.0,17183.0,0.1654542279197729,-0.1147757714021316,0
175,2925,25287.72,0.98,0.0003565867623863,57,0,2,5,3549.0,11213.0,0.316507624795766,-0.2071170119507231,0
177,243,33394.32,0.38,0.0005871990145894,93,0,5,6,12668.0,19316.0,0.6558293639180838,-0.144923668990361,0
189,688,16328.29,1.62,0.0002560645091903,85,0,1,1,4509.0,3435.0,1.3126637516370778,-0.2610782448882292,0
195,1623,31217.11,0.84,0.0001134109257384,50,0,0,2,0.0,4086.0,0.0,-0.2396793322557713,0
196,2634,17015.99,0.19,0.0008777099296819,85,0,5,7,10010.0,18696.0,0.5354086432737438,-0.1335299240917761,0
199,51,44513.15,1.5,0.0003331087889169,82,0,2,1,3646.0,782.0,4.662404032450077,-0.2624928224562425,0
204,3324,4517.64,0.41,0.0004736951396017,3,0,2,0,7681.0,0.0,768099999.9999999,-0.1392523177813177,0
210,403,28642.54,1.61,0.001817899823968,90,1,6,4,93475.0,11557.0,8.088171663850332,-0.0477400639581038,0
212,3402,15511.52,1.33,0.0002839100401231,82,0,1,2,3801.0,1317.0,2.886104761684854,-0.2610794704059943,0
232,625,28011.71,0.47,0.0006327651558266,79,1,5,8,58830.0,59305.0,0.9919905571213236,-0.0608014307231693,0
251,1961,27137.53,1.54,0.0029721053671069,72,0,9,2,15530.0,2255.0,6.886917929548035,-0.1277751390468323,0
253,2488,26135.51,1.53,0.0001761884477229,64,0,1,5,3536.0,3748.0,0.9434364969492088,-0.1963005981704857,0
265,1813,44853.53,0.33,0.0002560645091903,68,0,1,3,840.0,6928.0,0.121247112988962,-0.2475452739555502,0
275,391,9069.2,0.14,0.0001842098627948,100,0,2,4,5266.0,8749.0,0.60189735901029,-0.2405859526246619,0
298,292,10369.67,1.68,0.000273057283016,74,0,1,1,891.0,560.0,1.5910714001594393,-0.2484711341913244,0
306,1107,22267.05,1.63,0.0004698939568051,77,0,3,2,6119.0,2970.0,2.0602693533324263,-0.2527438136059818,0
353,938,16089.51,1.22,0.0006312980570158,62,0,2,2,6613.0,2384.0,2.773909384337628,-0.2642292056444132,0
358,1548,43112.52,0.14,0.0003606682631514,55,0,2,2,9386.0,1701.0,5.517930596602407,-0.249303551468916,0
380,357,9107.35,0.15,0.0005381893338049,67,0,3,1,8141.0,131.0,62.14503342404325,-0.2250031154589438,0
401,2524,15937.38,0.59,0.0009200434333906,14,0,2,3,7979.0,7477.0,1.0671392255354564,-0.2525053313495929,0
425,184,48991.33,1.13,0.0005675150902843,36,0,3,2,8456.0,1259.0,6.716441566986167,-0.2438158338404008,0
445,2997,7287.31,0.59,0.0004001403262816,11,1,2,1,48625.0,3269.0,14.874579336572102,-0.1725316890985895,0
453,1604,7795.95,1.91,0.0002323955389689,86,1,3,2,8317.0,52724.0,0.1577459979975445,-0.160091206810263,0
475,1671,8542.63,1.27,0.0005975505213949,41,0,3,1,5546.0,1678.0,3.3051251292900767,-0.2519785288812364,0
477,2544,9154.75,1.46,0.0003818711533373,38,0,3,2,11077.0,5899.0,1.8777758910361488,-0.2421503110808919,0
484,2717,19557.99,0.71,0.0005168799175632,52,0,3,3,12363.0,9724.0,1.271390373024074,-0.2237952319635329,0
491,2164,44661.25,0.59,0.0002102659022326,15,0,1,1,2340.0,2459.0,0.951606340172402,-0.2620571237164544,0
560,1203,2688.72,0.56,0.0002745784160209,76,1,2,3,50296.0,54549.0,0.9220334009932292,-0.1614529208049713,0
609,2944,29342.85,1.04,0.0004115585968121,96,0,3,0,6625.0,0.0,662500000.0,-0.1327089824664466,0
664,2477,25270.62,1.9,0.0002560645091903,34,0,1,5,2972.0,8074.0,0.368095119682815,-0.2006488059830179,0
681,265,3125.54,0.98,0.001695977627823,52,1,13,6,18688.0,86606.0,0.2157818164774055,0.0032123740212062,1
688,3198,3366.36,0.15,0.0003070170845819,81,1,1,4,48000.0,50476.0,0.9509469845172068,-0.1346177810127584,0
730,3389,11763.65,1.78,0.0004816826043298,34,1,1,4,49000.0,54127.0,0.9052783267306004,-0.1371284200420039,0
796,747,27748.36,1.21,0.0003719397360301,12,0,2,3,3990.0,8208.0,0.4861111105188705,-0.257848703051519,0
809,2652,12391.17,1.15,0.0002602902748129,100,0,1,2,3395.0,6688.0,0.5076255973271149,-0.260196610719216,0
825,2054,6366.01,1.18,0.0002560645091903,57,0,1,4,2860.0,9279.0,0.3082228685114529,-0.2321331455557022,0
831,1828,4287.03,1.31,0.0007316080059901,26,1,4,1,57651.0,48000.0,1.2010624997497783,-0.1221732540691473,0
895,73,39165.79,0.37,0.0006522645403297,69,0,3,1,11847.0,4446.0,2.664642369175344,-0.2314205947006524,0
908,856,49266.9,1.59,0.0002400149799985,68,0,1,3,3591.0,2847.0,1.261327708952133,-0.2554394031466045,0
936,3513,47635.37,1.93,0.00054165045478,71,0,2,2,6667.0,2165.0,3.079445713258911,-0.2641383889750033,0
948,2720,22641.93,0.1,0.0005443254555037,59,0,3,1,7575.0,604.0,12.541390520837906,-0.2416313765338741,0
977,3322,48059.61,1.28,0.0002560645091903,83,0,1,3,1404.0,3146.0,0.4462809903169707,-0.253164929645698,0
978,2152,48606.88,0.1,0.0002380986507525,61,0,2,2,3973.0,1937.0,2.051109953272535,-0.2670233510677857,0
1076,1201,13737.82,0.58,0.0001134109257384,87,0,0,2,0.0,4507.0,0.0,-0.2427528426780466,0
1136,827,19069.66,0.77,0.0001134109257384,80,0,0,3,0.0,1961.0,0.0,-0.2097264339878089,0
1142,167,10716.43,1.7,0.0001638852811782,36,0,1,2,2958.0,7979.0,0.3707231477995699,-0.2556311030251506,0
1238,3241,2369.69,1.5,0.0001134109257384,72,0,0,2,0.0,5401.0,0.0,-0.2432233681795487,0
1245,2485,3589.77,0.27,0.0003706505664261,89,1,1,5,50000.0,56908.0,0.8786110914320286,-0.1112763780560022,0
1304,2121,6236.55,0.37,0.0003432141024069,71,0,2,0,2123.0,0.0,212300000.0,-0.1819734999455273,0
1308,2142,49941.18,1.77,0.0014796316485812,26,1,4,2,56346.0,4116.0,13.6895043399186,-0.1557860779364591,0
1348,2890,30561.22,1.92,0.0002560645091903,40,0,1,5,2744.0,9243.0,0.2968733092103502,-0.203011351864557,0
1354,978,44208.19,1.9,0.0002560645091903,81,0,1,1,230.0,1968.0,0.1168699181053357,-0.2502606439247009,0
1415,2549,13141.89,1.53,0.000249793756598,57,0,1,1,3618.0,4910.0,0.736863542287447,-0.2579855592982198,0
1417,724,13723.36,1.36,0.0002560645091903,41,0,1,1,1013.0,1497.0,0.6766867022265417,-0.253504455405635,0
1422,2790,17147.33,0.97,0.0008331338210654,76,1,3,1,52430.0,48000.0,1.0922916664391058,-0.1378232297359763,0
1450,177,16490.02,1.84,0.0003862068454801,17,1,2,1,51866.0,2990.0,17.34648823629937,-0.1729231969475326,0
1471,1503,32357.52,0.1,0.0002560645091903,60,1,1,2,2643.0,53456.0,0.049442532166746,-0.1504610781117997,0
1509,1009,313.53,0.12,0.0002560645091903,22,0,1,1,4246.0,3881.0,1.0940479229733369,-0.26173964009119,0
1571,2712,20716.84,1.8,0.0002656419839535,90,1,1,4,49000.0,104160.0,0.4704301074817175,-0.0210556757294106,0
1600,31,24499.94,0.85,0.0005155730513848,10,0,2,2,6103.0,5516.0,1.1064176919753124,-0.2674228715567254,0
1617,674,39386.53,1.33,0.0003290740364965,9,0,1,2,4083.0,3030.0,1.347524748027971,-0.2672886204913293,0
1646,385,26978.6,1.8,0.0002892687045156,85,1,1,3,2167.0,53837.0,0.0402511283986382,-0.1519404734989817,0
1653,1160,22314.32,0.33,0.0001134109257384,48,0,0,2,0.0,5918.0,0.0,-0.2421602677003059,0
1670,3223,41390.6,0.78,0.0001134109257384,22,0,0,2,0.0,4695.0,0.0,-0.2417913369803433,0
1759,1666,41973.38,1.64,0.0002560645091903,1,0,1,1,4691.0,3095.0,1.515670431290241,-0.2590258778998993,0
1775,1476,6325.72,0.8,0.0004555336083067,24,0,1,2,1085.0,3872.0,0.2802169414250595,-0.2648700445495311,0
1804,2772,22284.43,0.52,0.000387858622276,2,0,2,0,3379.0,0.0,337900000.0,-0.1853417348104808,0
1843,1648,37945.21,1.39,0.0002067565016417,90,0,1,1,2148.0,1515.0,1.4178217728196585,-0.2589214448431182,0
1889,1690,17955.27,0.27,0.0002819901370716,78,0,1,2,4777.0,1945.0,2.4560411184779376,-0.2618757646699523,0
1905,2430,31299.3,1.64,0.0003421287249355,28,0,2,0,7958.0,0.0,795799999.9999999,-0.1323087558277272,0
1917,850,11789.47,1.04,0.001117298235396,46,0,2,0,6514.0,0.0,651400000.0,-0.1689398549019566,0
1928,2150,1936.12,1.04,0.0002944491103921,90,0,2,0,6319.0,0.0,631900000.0,-0.1710020614828951,0
1946,92,35377.7,0.5,0.0002560645091903,25,0,1,1,3360.0,1606.0,2.092154407894431,-0.2617034211581114,0
1950,3048,49214.75,1.31,0.0003897130811589,14,0,1,1,4960.0,1877.0,2.642514636960497,-0.2593056925541143,0
1952,2912,43508.82,1.18,0.0001134109257384,63,0,0,2,0.0,1110.0,0.0,-0.2168828119092176,0
1954,311,8606.81,0.47,0.0002560645091903,94,0,1,1,722.0,3305.0,0.2184568828488445,-0.253849691917373,0
16,399,28328.78,1.4,0.0043357637194775,72,0,27,23,74397.0,59775.0,1.244617314722774,0.1390863135855582,1
41,2281,8858.89,1.22,0.000921411399715,95,0,6,3,13999.0,7401.0,1.8915011459377096,-0.1862756952477848,0
79,1195,3345.96,0.59,0.0020988414387562,72,1,7,5,109192.0,14251.0,7.662058797514519,-8.419458527253454e-06,0
102,3004,42788.4,1.77,0.0005120420957796,93,0,3,4,3540.0,9706.0,0.3647228514684495,-0.2280474497499457,0
166,3428,39134.41,0.46,0.0004914117154416,86,0,4,2,12813.0,3934.0,3.256990332341153,-0.2250172251365296,0
192,2320,1253.56,1.94,0.0005253674127772,86,0,4,3,8039.0,9131.0,0.8804074023870251,-0.226894516876271,0
198,2417,26693.78,0.58,0.0011599540029504,71,1,4,4,55443.0,53696.0,1.0325350117266583,-0.1407216492201461,0
238,1455,44166.79,0.1,0.0001134109257384,54,0,0,3,0.0,7201.0,0.0,-0.2294757380580142,0
357,1453,32084.22,1.89,0.0003285412964578,6,0,2,0,6995.0,0.0,699500000.0,-0.1560465135676845,0
540,3370,42707.6,0.71,0.0011891107546024,52,1,6,3,61174.0,54858.0,1.1151336175006137,-0.1136855584708964,0
951,1162,13774.38,1.39,0.0002575696747759,59,0,1,2,2653.0,1367.0,1.9407461452761805,-0.2602371981512195,0
970,956,24829.18,1.08,0.0002116759314845,5,0,1,2,4611.0,4556.0,1.0120719907548903,-0.2668344250705792,0
1511,2513,44201.74,0.53,0.0001954187940606,35,0,2,0,1803.0,0.0,180300000.0,-0.1801102627632237,0
1692,826,45927.74,1.11,0.0001134109257384,40,0,0,2,0.0,5632.0,0.0,-0.2404255237523781,0
1903,1892,357.45,0.47,0.0002150298258193,10,0,2,0,6330.0,0.0,633000000.0,-0.1708531267683592,0
217,1684,44016.91,1.63,0.0005681170595625,94,0,4,3,14857.0,6599.0,2.2514017241227435,-0.2153227754268348,0
314,2384,11358.84,1.41,0.0001972857452605,9,0,1,3,2752.0,8113.0,0.339208677013178,-0.2517316758430067,0
