node_id,account_age_days,balance_mean,balance_std,tx_count,is_fraud,tx_velocity_7d,fan_out_ratio,amount_entropy,risky_email,device_mobile,device_consistency,addr_entropy,d_gap_mean,card_network_risk,product_code_risk,international_flag,second_hop_fraud_rate,pagerank,in_out_ratio,reciprocity_score,ring_membership,ring_volume,community_fraud_rate,community_id
10019_mastercard_debit,0.0,79.04523809523809,107.59694687206728,21,0,6,0.5909090909090909,1.5645041853857056,0.2285714285714285,0.3809523809523809,0.9047619047619048,3.422577995321604,0.0,0.2999999999999999,0.3999999999999999,0.0,1.0,0.00017012252318275028,0.9999999901682833,0.9333333333333333,0,0.0,0.0967741935483871,4
1001_visa_debit,0.0,183.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,124.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,68
10020_american express_credit,0.0,116.66666666666669,28.867513459481287,3,0,2,0.5,0.9182958340544896,0.2333333333333333,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.2,0.5666666666666667,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,69
10021_visa_debit,0.0,75.0,0.0,1,0,1,0.5,0.0,0.6,1.0,0.0,-0.0,0.0,0.3,0.3,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,70
10023_visa_debit,112.25147928994085,117.08875739644972,165.29920037359128,338,1,136,0.0442477876106194,1.15176220845987,0.292603550295858,0.0798816568047337,0.9940828402366864,1.1106085377639594,71.701775147929,0.2999999999999999,0.1556213017751479,0.0,0.9970238095238096,0.0016844423877062774,0.9999999999780345,0.9875,10,112650.46659776497,0.0967741935483871,4
10024_visa_credit,116.57142857142856,181.45857142857145,129.4615453363628,14,0,8,0.4666666666666667,2.4137995646056805,0.4928571428571428,0.0,0.9285714285714286,2.359879028736861,48.7,0.2999999999999999,0.5857142857142856,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,71
10027_visa_debit,81.53571428571429,47.18821428571429,23.43252646841825,28,0,17,0.0344827586206896,3.012188403968661,0.2571428571428571,0.0357142857142857,0.9285714285714286,-0.0,39.73571428571428,0.3,0.1142857142857143,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,72
10029_mastercard_debit,43.0,35.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,43.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,73
10032_american express_credit,0.0,125.0,106.06601717798212,2,0,1,0.6666666666666666,1.0,0.3,0.5,0.0,1.0,0.0,0.2,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,74
10034_american express_credit,0.0,75.0,35.35533905932738,2,0,2,0.6666666666666666,1.0,0.35,0.0,0.5,1.0,0.0,0.2,0.6499999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,75
10035_visa_debit,65.0,110.0,86.2670273047588,2,0,2,0.3333333333333333,1.0,0.1,0.0,1.0,-0.0,29.3,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,76
10036_american express_credit,0.0,133.33333333333334,104.08329997330664,3,0,3,0.5,0.9182958340544896,0.2333333333333333,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.2,0.5666666666666667,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,77
10037_visa_credit,82.875,77.05,31.475693570027737,8,0,6,0.2222222222222222,1.4056390622295665,0.275,0.0,0.875,0.5435644431995964,89.175,0.3,0.125,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,78
10038_mastercard_credit,0.0,116.66666666666669,118.1453906563152,3,0,1,0.5,0.9182958340544896,0.3,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.3,0.4333333333333333,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,79
10040_visa_debit,0.0,89.422,0.0,1,0,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.5,1.0,1.0,0.00025957571477784987,0.9999999976665637,0.95,0,0.0,0.3436293436293436,1
10042_american express_credit,0.0,125.0,106.06601717798212,2,0,1,0.6666666666666666,1.0,0.4499999999999999,0.0,0.5,1.0,0.0,0.2,0.5,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,80
10043_mastercard_debit,5.5,165.5,85.55992052357225,2,0,1,0.3333333333333333,1.0,0.1,0.0,1.0,-0.0,51.5,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,81
10045_visa_debit,27.214285714285715,81.90085714285715,47.67762643989106,28,0,15,0.6206896551724138,2.819899904495298,0.2749999999999999,0.1428571428571428,0.9285714285714286,4.021640636343318,12.87142857142857,0.3,0.4142857142857142,0.0,0.925925925925926,0.00046126681342608164,0.9999999757970053,0.8571428571428571,0,0.0,0.1,8
10047_visa_credit,39.1578947368421,108.46526315789474,121.64998832572536,19,0,10,0.4,2.0182155146751497,0.231578947368421,0.3157894736842105,0.8947368421052632,2.4842551447948,21.673684210526314,0.3,0.263157894736842,0.0,1.0,0.00011726181279401318,0.9999999910880061,0.9285714285714286,0,0.0,0.26534653465346536,0
10048_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,0.0,0.3,0.0,0.0,-0.0,0.0,0.3,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,82
10049_visa_debit,256.94444444444446,95.21944444444443,69.54860158210332,18,0,2,0.0526315789473684,2.288019280279689,0.2666666666666666,0.0555555555555555,0.8888888888888888,-0.0,149.77777777777777,0.3,0.1666666666666666,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,83
1004_visa_credit,0.0,90.0,84.8528137423857,2,0,2,0.6666666666666666,1.0,0.4499999999999999,0.0,0.5,1.0,0.0,0.3,0.5,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,84
10051_american express_credit,0.0,212.5,204.63381929681125,4,0,2,0.6,1.5,0.15,0.25,0.5,1.5,0.0,0.2,0.6,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,85
10052_mastercard_debit,185.0,37.0,16.97056274847714,2,0,1,0.3333333333333333,1.0,0.3,0.0,0.5,-0.0,187.1,0.3,0.2,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,86
10053_mastercard_debit,0.0,100.0,0.0,1,0,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,87
10054_visa_credit,11.4,41.4748,20.81896691000781,5,1,3,0.1666666666666666,1.521928094887362,0.42,0.2,0.6,0.7219280948873623,9.760000000000002,0.3,0.5,1.0,1.0,6.85848696766376e-05,0.9999999073828324,0.6666666666666666,0,0.0,0.3436293436293436,1
10057_mastercard_debit,88.74811083123426,100.43810579345087,118.16541711695146,397,1,147,0.0351758793969849,1.8751908887436608,0.2692695214105793,0.0730478589420654,0.9949622166246852,3.055209324781728,59.18589420654912,0.2999999999999999,0.1879093198992444,0.0,1.0,0.0020168221062763095,0.9999999999811372,0.9925925925925926,0,0.0,0.26534653465346536,0
10058_mastercard_credit,79.0,317.5,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,78.4,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,88
1005_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,0.0,0.1,0.0,0.0,-0.0,0.0,0.3,0.3,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,89
10063_visa_debit,5.0,75.90454545454546,58.48897526263156,11,0,7,0.5,2.413088436425758,0.209090909090909,0.1818181818181818,0.8181818181818181,2.2221915755066783,3.472727272727273,0.2999999999999999,0.2454545454545454,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,90
10065_mastercard_debit,52.72727272727273,123.7,84.19159102903329,11,0,3,0.0833333333333333,2.1180782093497093,0.2545454545454545,0.0,0.9090909090909092,-0.0,33.800000000000004,0.2999999999999999,0.1181818181818182,0.0,1.0,0.0003409038135027409,0.999999999807871,0.95,0,0.0,0.1,8
10067_visa_debit,0.0,117.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,91
10069_visa_credit,0.0,114.8,109.32840436044056,5,0,3,0.3333333333333333,1.521928094887362,0.28,0.0,0.8,0.7219280948873623,6.08,0.3,0.4,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,92
10072_visa_credit,0.0,125.0,35.35533905932738,2,0,2,0.3333333333333333,1.0,0.4499999999999999,0.5,0.0,-0.0,0.0,0.3,0.5,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,93
10075_mastercard_debit,156.75,200.2195,373.4220660928648,48,0,19,0.1632653061224489,1.7067041659455104,0.2770833333333333,0.0,0.9791666666666666,1.6242022841954853,97.5375,0.3,0.1416666666666666,0.0,0.8958333333333334,0.0007543035661207566,0.999999999953579,0.9642857142857143,0,0.0,0.26534653465346536,0
1007_mastercard_credit,0.0,23.203,0.0,1,0,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.5,0.0,0.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,94
10080_visa_debit,233.0,185.475,178.8626603011372,2,0,2,0.3333333333333333,1.0,0.3,0.0,1.0,-0.0,133.4,0.3,0.1,0.0,1.0,0.00016993837105824024,0.999999999242638,0.95,0,0.0,0.14285714285714285,11
10082_visa_debit,5.6,106.998,81.76038172611476,5,0,2,0.3333333333333333,1.9219280948873625,0.26,0.2,0.8,0.7219280948873623,15.04,0.3,0.14,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,95
10083_mastercard_debit,0.0,74.25,48.436814511278506,2,0,2,0.3333333333333333,1.0,0.3,0.5,0.5,-0.0,0.0,0.3,0.2,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,96
10084_visa_credit,253.0,396.5,78.24960063795854,4,0,4,0.2,1.0,0.475,0.0,1.0,-0.0,110.25,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,97
10086_mastercard_credit,45.63291139240506,54.43850632911392,43.92841163169838,79,1,28,0.125,3.373675805760986,0.2886075949367088,0.1518987341772152,0.9746835443037974,1.8286563804556568,37.48607594936709,0.3,0.5,1.0,0.88,0.00037879604594256386,0.9999999983475771,0.9777777777777777,2,2714.658684615385,0.3436293436293436,1
10094_visa_debit,43.16666666666666,114.19833333333334,104.64586382971218,6,0,4,0.2857142857142857,1.584962500721156,0.3166666666666666,0.1666666666666666,0.6666666666666667,0.6500224216483541,28.433333333333334,0.3,0.3333333333333333,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,98
10095_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,0.0,0.3,0.0,0.0,-0.0,0.0,0.3,0.3,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,99
10096_mastercard_credit,0.0,773.425,270.78654185538835,2,0,2,0.6666666666666666,1.0,0.4499999999999999,0.0,1.0,1.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,100
1009_american express_credit,71.0,130.0,75.82875444051551,5,0,3,0.8333333333333334,1.521928094887362,0.32,0.2,0.6,2.321928094887362,28.4,0.2,0.5399999999999998,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,101
10102_visa_credit,241.0,154.975,7.035712472806139,2,0,1,0.6666666666666666,1.0,0.4499999999999999,0.0,0.5,1.0,147.6,0.3,0.3999999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,102
10103_visa_debit,121.0,103.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,64.4,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,103
10104_mastercard_debit,102.25,83.9,96.42917781114456,16,0,10,0.0588235294117647,1.6216407621868585,0.2625,0.0625,0.875,-0.0,70.625,0.3,0.1625,0.0,1.0,0.00011455436314679129,0.9999999666666679,0.6666666666666666,0,0.0,0.26534653465346536,0
10106_visa_debit,1.75,43.75,9.215023964519393,4,0,2,0.4,1.5,0.2,0.0,1.0,0.8112781244591328,10.75,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,104
10107_mastercard_debit,120.0,175.975,109.25551473495516,4,0,3,0.2,1.5,0.2499999999999999,0.0,1.0,-0.0,155.54999999999998,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,105
10108_visa_debit,0.0,30.0,0.0,1,0,1,0.5,0.0,0.3,1.0,0.0,-0.0,0.0,0.3,0.3,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,106
10111_mastercard_debit,219.0,105.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,141.8,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,107
10112_visa_debit,79.80222222222223,104.24577777777776,184.34970945795757,450,1,134,0.0864745011086474,0.9656720242877364,0.2713333333333333,0.02,0.9955555555555556,4.648144306231282,56.53066666666666,0.2999999999999999,0.1086666666666666,0.0,0.9688888888888888,0.0008253316028680153,0.9999999999430916,0.9852941176470589,0,0.0,0.26534653465346536,0
10113_mastercard_debit,38.75,190.56625,192.7710722376848,16,0,6,0.1176470588235294,2.125,0.2375,0.0,1.0,0.9886994082884974,19.1875,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,108
10114_visa_debit,0.0,77.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,109
10117_american express_credit,0.0,50.0,0.0,2,0,1,0.6666666666666666,0.0,0.2,0.0,0.5,1.0,0.0,0.2,0.5,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,110
10119_visa_debit,0.0,54.5,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,0.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,111
1011_mastercard_debit,0.0,117.0,0.0,1,0,1,0.5,0.0,0.6,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,112
10120_mastercard_debit,72.0,107.5,95.79718158693396,6,0,2,0.1428571428571428,0.6500224216483541,0.25,0.3333333333333333,0.8333333333333334,-0.0,29.46666666666667,0.3,0.2333333333333333,0.0,1.0,0.00014558202484767728,0.9999999931510803,0.9523809523809523,0,0.0,0.25,9
10122_visa_debit,446.0,59.0,0.0,1,0,1,0.5,0.0,0.1,0.0,1.0,-0.0,182.2,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,113
10123_mastercard_debit,0.0,102.39,70.13672718340942,5,0,4,0.3333333333333333,1.9219280948873625,0.36,0.0,0.8,0.7219280948873623,3.76,0.3,0.1399999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,114
10127_american express_credit,0.0,100.0,42.25771273642583,8,0,1,0.5555555555555556,0.954434002924965,0.2875,0.125,0.75,2.0,0.0,0.2,0.5874999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,115
10128_american express_credit,373.0,25.0,0.0,1,0,1,0.5,0.0,0.3,1.0,0.0,-0.0,149.2,0.2,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,116
1012_visa_credit,0.0,345.49,331.47313325014244,4,0,2,0.2,1.5,0.2,0.0,0.75,-0.0,0.0,0.3,0.1999999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,117
10134_visa_debit,1.8333333333333333,168.74166666666667,83.0579942971576,6,0,6,0.1428571428571428,1.2516291673878228,0.3,0.0,1.0,-0.0,1.5,0.3,0.0999999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,118
10135_visa_debit,30.33333333333333,54.66666666666666,22.03028218914441,3,0,3,0.25,0.9182958340544896,0.1666666666666666,0.3333333333333333,0.6666666666666667,-0.0,28.2,0.3,0.2666666666666666,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,119
10142_visa_debit,20.23076923076923,124.14615384615384,139.8742373549934,13,0,5,0.0714285714285714,1.914341183612352,0.3076923076923077,0.2307692307692307,0.8461538461538461,-0.0,11.646153846153847,0.2999999999999999,0.3461538461538461,0.0,1.0,0.0003705360756638727,0.9999999998540439,0.9565217391304348,0,0.0,0.26534653465346536,0
10145_mastercard_credit,64.92307692307692,369.2307692307692,137.74744634423888,13,0,11,0.5714285714285714,1.7381493331928664,0.5615384615384615,0.1538461538461538,0.8461538461538461,2.507380102423636,45.38461538461539,0.2999999999999999,0.6923076923076923,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,120
10147_visa_credit,0.0,253.0,38.18376618407357,2,0,2,0.3333333333333333,1.0,0.3,0.0,1.0,-0.0,3.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,121
10148_mastercard_debit,31.0,70.3,39.042508884547885,3,0,2,0.5,1.584962500721156,0.3999999999999999,0.0,1.0,0.9182958340544896,64.06666666666666,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,122
10149_visa_debit,100.0,117.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,151.8,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,123
10150_mastercard_debit,49.0,36.475,16.228100628231267,2,0,1,0.3333333333333333,1.0,0.1,0.0,1.0,-0.0,34.9,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,124
10153_mastercard_debit,1.0,171.0,0.0,2,0,2,0.3333333333333333,0.0,0.3,0.0,1.0,-0.0,0.8,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,125
10154_visa_debit,463.0,57.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,188.2,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,126
10155_mastercard_debit,122.0,363.93,0.0,1,0,1,0.5,0.0,0.1,0.0,1.0,-0.0,54.8,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,127
10156_visa_debit,0.0,103.97,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,128
10159_mastercard_debit,41.42857142857143,87.85000000000001,133.04494541319485,7,0,3,0.125,0.5916727785823275,0.2428571428571428,0.0,0.8571428571428572,-0.0,33.028571428571425,0.3,0.2142857142857143,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,129
1015_mastercard_credit,0.0,85.9025,31.540497974825943,2,0,2,0.0,1.0,0.3,0.5,0.0,-0.0,0.0,0.3,0.5,0.0,0.0,7.369305557303112e-05,0.9999999798890244,0.9090909090909091,0,0.0,0.26534653465346536,0
10162_mastercard_debit,0.8571428571428571,145.49285714285716,150.15927773692903,7,0,3,0.125,1.6644977792004614,0.3,0.0,1.0,-0.0,22.285714285714285,0.3,0.0999999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,130
10164_mastercard_credit,33.0,37.975,17.00591808753647,2,0,2,0.3333333333333333,1.0,0.1,0.0,1.0,-0.0,16.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,131
10165_mastercard_credit,14.043478260869565,141.98695652173913,106.20582741394108,23,0,5,0.4583333333333333,2.0116298903693024,0.2956521739130435,0.0,0.9565217391304348,2.848373912014369,10.965217391304348,0.2999999999999999,0.4478260869565216,0.0,0.9565217391304348,0.00022776481180971592,0.9999999995200058,0.972972972972973,0,0.0,0.26534653465346536,0
10168_american express_credit,0.0,100.0,40.82482904638631,4,0,3,0.8,1.5,0.375,0.0,0.75,2.0,0.0,0.2,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,132
10170_X_debit,0.0,25.0,0.0,1,0,1,0.5,0.0,0.3,0.0,0.0,-0.0,0.0,0.5,0.3,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,133
10171_visa_debit,0.0,87.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,134
10172_visa_debit,134.0,37.0,0.0,1,0,1,0.5,0.0,0.1,0.0,1.0,-0.0,58.8,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,135
10175_visa_debit,0.0,63.54733333333333,76.7891753916744,3,0,2,0.25,0.9182958340544896,0.3,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.3,0.5,1.0,0.0,6.738856927071637e-05,0.9999998604716254,0.6666666666666666,0,0.0,0.3436293436293436,1
10176_mastercard_debit,0.0,25.652,0.0,1,0,1,0.0,0.0,0.3,1.0,0.0,-0.0,0.0,0.3,0.5,1.0,0.0,7.345467772517477e-05,0.999999952291027,0.8333333333333334,0,0.0,0.3436293436293436,1
10177_visa_debit,80.33333333333333,44.66666666666666,17.61628034896508,3,0,1,0.25,0.9182958340544896,0.3999999999999999,0.0,0.6666666666666667,-0.0,85.06666666666666,0.3,0.1666666666666666,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,136
10179_visa_debit,60.8,77.97,38.89827438331937,5,0,3,0.3333333333333333,1.3709505944546687,0.26,0.0,1.0,0.7219280948873623,66.36,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,137
10180_american express_credit,0.0,138.75,90.89829481348922,8,0,4,0.6666666666666666,1.9056390622295665,0.3125,0.125,0.75,2.5,0.0,0.2,0.55,0.0,0.875,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,138
10185_visa_debit,0.0,200.0,0.0,1,0,1,0.5,0.0,0.3,0.0,0.0,-0.0,0.0,0.3,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,139
10186_visa_debit,137.3,122.96442857142856,125.05284488342058,70,1,33,0.028169014084507,2.74324016895869,0.26,0.0428571428571428,0.9714285714285714,0.1871762568732081,90.42,0.3,0.1471428571428571,0.0,1.0,9.704137144013936e-05,0.9999999842364535,0.875,0,0.0,0.25,9
10187_american express_credit,0.0,100.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.2,0.7,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,140
10188_mastercard_credit,0.1428571428571428,164.14714285714285,132.66109034104986,7,0,4,0.5,1.6644977792004614,0.3428571428571428,0.2857142857142857,0.7142857142857143,1.8423709931771088,0.3714285714285714,0.3,0.2999999999999999,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,141
1018_visa_credit,0.0,200.0,0.0,2,0,2,0.3333333333333333,0.0,0.3,0.0,0.5,-0.0,0.0,0.3,0.3,1.0,1.0,0.0003816441789092423,0.9999999976582168,0.95,0,0.0,0.13636363636363635,7
10190_mastercard_debit,32.0,25.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,27.6,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,142
10193_visa_debit,0.0,67.0,39.59797974644666,2,0,2,0.6666666666666666,1.0,0.3,0.0,1.0,1.0,47.4,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,143
10197_visa_credit,89.5,66.475,58.65450749942412,2,0,2,0.6666666666666666,1.0,0.3,0.0,0.5,1.0,95.7,0.3,0.2,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,144
10199_visa_debit,5.28125,179.671875,66.69328076798124,32,0,14,0.0303030303030303,2.376398531931206,0.28125,0.0,1.0,-0.0,3.15,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,145
10200_visa_credit,0.0,226.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,6.50267042310748e-05,0.0,0.0,0,0.0,0.0,146
10203_mastercard_credit,0.0,400.0,0.0,1,0,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.7,0.0,1.0,0.00010653093582131673,0.9999999972623366,0.95,0,0.0,0.26534653465346536,0
